,addresses,build_status,category,flat_type,importance,latitude,lease_type,longitude,prices,sale_dates,subcategory
694,"7a Dunsmure Road, London, N16 5PU",Non-Newbuild,highway,Flat,0.51,51.5705781,Leasehold,-0.0782552,595000.0,2018-09-07,tertiary
695,"Flat 3 Cleeve House Calvert Avenue, London, E2 7JJ",Non-Newbuild,,Flat,,,Leasehold,,805000.0,2018-09-07,
696,"Ground Floor Flat Greyhound Road, London, N17 6XN",Non-Newbuild,,Flat,,,Leasehold,,380000.0,2018-09-07,
697,"Flat 1 13 Chadwick Road, London, E11 1NE",Non-Newbuild,,Flat,,,Leasehold,,487500.0,2018-09-07,
698,"48a Palmerston Road, Walthamstow, London, E17 6PG",Non-Newbuild,highway,Flat,0.52,51.5829348,Leasehold,-0.0280702,297000.0,2018-09-07,tertiary
699,"27 Hollingbourne Road, London, SE24 9NB",Non-Newbuild,building,Semi Detached,0.531,51.45460375,Freehold,-0.0962799898124,1390000.0,2018-09-07,yes
700,"3 71a Harvist Road, London, NW6 6EX",Non-Newbuild,highway,Flat,0.51,51.5335,Leasehold,-0.2110071,435000.0,2018-09-07,secondary
701,"Flat P4 50 St Edmunds Terrace, London, NW8 7ED",Non-Newbuild,,Flat,,,Leasehold,,4000000.0,2018-09-07,
702,"153 Harbut Road, London, SW11 2RD",Non-Newbuild,highway,Terraced,0.585,51.4622767,Freehold,-0.1787272,1130000.0,2018-09-07,cycleway
703,"Flat 21 Widford House Colebrooke Row, London, N1 8DD",Non-Newbuild,,Flat,,,Leasehold,,690000.0,2018-09-07,
704,"69 George Crescent, London, N10 1AL",Non-Newbuild,highway,Semi Detached,0.51,51.6034313,Freehold,-0.150429,500000.0,2018-09-07,residential
705,"Flat 5 66 Plender Street, London, NW1 0LB",Non-Newbuild,,Flat,,,Leasehold,,625000.0,2018-09-07,
706,"Third Floor Flat 146 Elgin Avenue, London, W9 2NT",Non-Newbuild,,Flat,,,Leasehold,,925000.0,2018-09-07,
707,"Flat 129 Rossmore Court Park Road, London, NW1 6XZ",Non-Newbuild,,Flat,,,Leasehold,,500000.0,2018-09-07,
708,"93a Saltram Crescent, Maida Vale, London, W9 3JS",Non-Newbuild,highway,Terraced,0.51,51.5302476,Leasehold,-0.1985479,615000.0,2018-09-07,residential
709,"11 Cumberland Terrace, London, NW1 4HS",Non-Newbuild,highway,Flat,0.614364243565,51.5327379,Leasehold,-0.1460985,2300000.0,2018-09-07,residential
710,"Flat 20 Philip House Denham Road, London, N20 0DL",Non-Newbuild,,Flat,,,Leasehold,,260000.0,2018-09-07,
711,"151 Highbury Quadrant, London, N5 2TG",Non-Newbuild,highway,Flat,0.51,51.558464,Leasehold,-0.0945946,437500.0,2018-09-07,residential
712,"Flat 29 Belgravia Court, 33 Ebury Street, London, SW1W 0NY",Non-Newbuild,,Flat,,,Leasehold,,510000.0,2018-09-07,
713,"23 Compton Close, London, NW1 3QS",Non-Newbuild,highway,Flat,0.51,51.5625663,Leasehold,-0.2139686,570000.0,2018-09-07,residential
714,"Flat 1 413 Goldhawk Road, London, W6 0SA",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-09-07,
715,"24 Graham Road, London, N15 3NL",Non-Newbuild,highway,Terraced,0.61,51.5909015,Freehold,-0.1010064,520000.0,2018-09-07,residential
716,"12 Cadoxton Avenue, London, N15 6LB",Non-Newbuild,highway,Terraced,0.51,51.577444,Freehold,-0.0702317,775000.0,2018-09-07,residential
717,"45 Mount Echo Avenue, London, E4 7JX",Non-Newbuild,highway,Terraced,0.62,51.6287817,Freehold,-0.0107678,485000.0,2018-09-07,residential
718,"1 Keswick Mews, London, W5 5PG",Non-Newbuild,highway,Terraced,0.61,51.5070966,Freehold,-0.3002081,945000.0,2018-09-07,residential
719,"26 Nightingale Road, London, N22 8PU",Non-Newbuild,highway,Terraced,0.51,51.6030664,Freehold,-0.1165894,540000.0,2018-09-07,residential
720,"Flat 94 Blenheim Court Marlborough Road, London, N19 4HU",Non-Newbuild,,Flat,,,Leasehold,,460000.0,2018-09-07,
721,"Flat 58 Charlbert Court Charlbert Street, London, NW8 7DB",Non-Newbuild,,Flat,,,Leasehold,,630000.0,2018-09-07,
722,"73 Hazelwood Lane, London, N13 5HE",Non-Newbuild,highway,Terraced,0.51,51.6171684,Freehold,-0.1003109,597500.0,2018-09-07,residential
723,"76 Vernon Road, Stratford, London, E15 4DG",Non-Newbuild,building,Terraced,0.521,51.5406745,Freehold,0.00740640301754,440000.0,2018-09-07,yes
724,"Flat 2 98 Tollington Way, London, N7 6RY",Non-Newbuild,,Flat,,,Leasehold,,540000.0,2018-09-07,
725,"18 Southwood Avenue, London, N6 5RZ",Non-Newbuild,highway,Terraced,0.41,51.41520595,Freehold,-0.26990806762,3100000.0,2018-09-07,residential
726,"Flat 388 Holly Lodge Mansions Oakeshott Avenue, London, N6 6ED",Non-Newbuild,,Flat,,,Leasehold,,550000.0,2018-09-07,
727,"Flat 6 6 Upper John Street, London, W1F 9HB",Non-Newbuild,highway,Flat,0.5,8.8838177,Leasehold,-12.0459833,1050000.0,2018-09-07,tertiary
728,"366 Greenford Avenue, London, W7 3DA",Non-Newbuild,highway,Semi Detached,0.53,51.525369,Freehold,-0.3415454,542000.0,2018-09-07,tertiary
729,"Flat 19 Fletcher Buildings Martlett Court, London, WC2B 5EU",Non-Newbuild,,Flat,,,Leasehold,,660000.0,2018-09-07,
730,"118 Glengall Road, London, NW6 7HH",Non-Newbuild,building,Terraced,0.521,51.53913055,Freehold,-0.200997311281,1300000.0,2018-09-07,yes
731,"24 Litchfield Way, London, NW11 6NJ",Non-Newbuild,highway,Semi Detached,0.51,51.5835491,Freehold,-0.1821768,1500000.0,2018-09-07,residential
732,"Flat 19 Chaville Court Beaconsfield Road, London, N11 3AH",Non-Newbuild,,Flat,,,Leasehold,,322500.0,2018-09-07,
733,"20 Bramerton Street, London, SW3 5JX",Non-Newbuild,highway,Terraced,0.51,51.4850499,Freehold,-0.1704782,2650000.0,2018-09-07,residential
734,"Garden Flat 32 Sinclair Road, London, W14 0NH",Non-Newbuild,,Flat,,,Leasehold,,780000.0,2018-09-07,
735,"Flat 2 2 - 3 Ladbroke Square, London, W11 3LX",Non-Newbuild,,Flat,,,Leasehold,,614500.0,2018-09-07,
736,"Flat 394 Holly Lodge Mansions Oakeshott Avenue, London, N6 6ED",Non-Newbuild,,Flat,,,Leasehold,,340000.0,2018-09-07,
737,"49 Brookland Rise, London, NW11 6DT",Non-Newbuild,highway,Detached,0.61,51.5891664,Freehold,-0.188455,1165000.0,2018-09-07,residential
738,"9 Brewers Court, 20 Bishops Bridge Road, London, W2 6AB",Non-Newbuild,,Flat,,,Leasehold,,390000.0,2018-09-07,
739,"6 175 - 177 Sutherland Avenue, London, W9 1ET",Non-Newbuild,highway,Flat,0.52,51.5279446,Leasehold,-0.1822506,985000.0,2018-09-07,tertiary
740,"Flat C 74 Crouch Hill, London, N8 9EE",Non-Newbuild,,Flat,,,Leasehold,,575000.0,2018-09-07,
741,"26 Allenswood Road, London, SE9 6RP",Non-Newbuild,highway,Semi Detached,0.51,51.4652286,Freehold,0.0502996,397000.0,2018-09-07,residential
742,"25 Oxford Court Elmfield Way, London, W9 3UG",Non-Newbuild,,Flat,,,Leasehold,,396000.0,2018-09-07,
743,"77 Eastbournia Avenue, London, N9 0RU",Non-Newbuild,highway,Terraced,0.51,51.6236808,Freehold,-0.0514848,392500.0,2018-09-07,residential
744,"21 Hendham Road, London, SW17 7DH",Non-Newbuild,highway,Terraced,0.52,51.4389393,Freehold,-0.1684424,1590000.0,2018-09-07,residential
745,"121 Hambalt Road, London, SW4 9EL",Non-Newbuild,highway,Semi Detached,0.61,51.4537739,Freehold,-0.1370791,1035000.0,2018-09-07,residential
746,"76 Carlton Hill, London, NW8 0ET",Non-Newbuild,highway,Semi Detached,0.4,53.80679645,Freehold,-1.54449144384,6300000.0,2018-09-07,residential
747,"Flat 2 9 Ockendon Road, London, N1 3NN",Non-Newbuild,highway,Flat,0.51,51.541444,Leasehold,0.2699379,600000.0,2018-09-07,secondary
748,"Flat 3 14 Fawley Road, London, NW6 1SH",Non-Newbuild,highway,Flat,0.51,51.5501121,Leasehold,-0.1899463,490000.0,2018-09-07,residential
749,"44 Bolton Road, London, E15 4JY",Non-Newbuild,building,Terraced,0.621,51.54237765,Freehold,0.0161874890887,565000.0,2018-09-07,yes
750,"30 Chapel Side, London, W2 4LL",Non-Newbuild,highway,Flat,0.51,51.5117394,Leasehold,-0.1916178,579000.0,2018-09-07,uncategoryified
751,"63b Fairbridge Road, London, N19 3EP",Non-Newbuild,highway,Flat,0.61,51.5664383,Leasehold,-0.1266358,738000.0,2018-09-07,residential
752,"18 Waldemar Road, London, SW19 7LJ",Non-Newbuild,highway,Terraced,0.61,51.4280375,Freehold,-0.2013575,1140000.0,2018-09-07,residential
753,"12 Boscombe Road, London, SW19 3AX",Non-Newbuild,highway,Terraced,0.51,51.504962,Freehold,-0.2366447,954000.0,2018-09-07,residential
754,"Flat 5 12 Hall Road, London, NW8 9RA",Non-Newbuild,,Flat,,,Leasehold,,967500.0,2018-09-07,
755,"4 Rutlish Road, London, SW19 3AL",Non-Newbuild,highway,Terraced,0.61,51.4136177,Freehold,-0.2004615,848500.0,2018-09-07,residential
756,"54 Ross Road, South Norwood, London, SE25 6SB",Non-Newbuild,highway,Terraced,0.71,51.4028696,Freehold,-0.0880468,490000.0,2018-09-07,residential
757,"11 Coopers Lane, London, E10 5DG",Non-Newbuild,highway,Terraced,0.52,51.5693073,Freehold,-0.0100941,475000.0,2018-09-07,residential
758,"45 Westfields Avenue, London, SW13 0AT",Non-Newbuild,highway,Terraced,0.52,51.4692415,Freehold,-0.2517298,1275000.0,2018-09-07,residential
759,"93 Durham Road, London, SW20 0DF",Non-Newbuild,highway,Flat,0.51,51.4126036,Leasehold,-0.2335753,518500.0,2018-09-07,secondary
760,"72 Chesterfield Gardens, London, N4 1LP",Non-Newbuild,highway,Terraced,0.61,51.5803244,Freehold,-0.0959806,660000.0,2018-09-07,residential
761,"8 Rowben Close, London, N20 8QR",Non-Newbuild,building,Detached,0.621,51.6327259,Freehold,-0.185133240436,1100000.0,2018-09-07,yes
762,"42 Gresham Way, London, SW19 8ED",Non-Newbuild,highway,Flat,0.61,51.4358989,Leasehold,-0.1959712,354760.0,2018-09-07,residential
763,"Flat 1502 20 Palace Street, London, SW1E 5BB",Non-Newbuild,,Flat,,,Leasehold,,5900000.0,2018-09-07,
764,"156 East Dulwich Grove, East Dulwich, London, SE22 8TB",Non-Newbuild,highway,Detached,0.81,51.4579325,Freehold,-0.0821486,1615000.0,2018-09-07,primary
765,"74 Briscoe Road, London, SW19 2AQ",Non-Newbuild,highway,Flat,0.51,51.422163,Leasehold,-0.1763734,520000.0,2018-09-07,residential
766,"Flat 19 Kirkeby Building Bourne Estate, London, EC1N 7UN",Non-Newbuild,,Flat,,,Leasehold,,625000.0,2018-09-07,
767,"109 Dallinger Road, London, SE12 0TQ",Non-Newbuild,highway,Terraced,0.61,51.4486708,Freehold,0.0112281,700000.0,2018-09-07,residential
768,"14 Woodside Road, London, SE25 5DY",Non-Newbuild,highway,Semi Detached,0.51,51.4290633,Freehold,0.088523,395000.0,2018-09-07,residential
769,"37 Lister Gardens, London, N18 1JA",Non-Newbuild,highway,Terraced,0.51,51.6139429,Freehold,-0.0894993,447500.0,2018-09-07,residential
770,"103 Dairsie Road, London, SE9 1XL",Non-Newbuild,highway,Semi Detached,0.51,51.4625377,Freehold,0.0626499,525000.0,2018-09-07,residential
771,"43 Stanger Road, London, SE25 5LD",Non-Newbuild,highway,Flat,0.51,51.3952793,Leasehold,-0.0704454,275000.0,2018-09-07,residential
772,"Flat 345 Russell Court Woburn Place, London, WC1H 0NG",Non-Newbuild,,Flat,,,Leasehold,,570000.0,2018-09-07,
773,"128 Cranston Road, Forest Hill, London, SE23 2EY",Non-Newbuild,highway,Terraced,0.51,51.4380721,Freehold,-0.0422326,680000.0,2018-09-07,tertiary
774,"Flat 2 223 Selhurst Road, London, SE25 6XY",Non-Newbuild,,Flat,,,Leasehold,,275000.0,2018-09-07,
775,"Flat 2 Byron Court Fairfax Road, London, NW6 4HB",Non-Newbuild,,Flat,,,Leasehold,,920000.0,2018-09-07,
776,"46 Woodland Terrace, London, SE7 8EN",Non-Newbuild,highway,Terraced,0.51,51.4890342,Freehold,0.0465406,618000.0,2018-09-07,residential
777,"86 Milford Close, London, SE2 0DT",Non-Newbuild,highway,Flat,0.61,51.4804374,Leasehold,0.1350645,260000.0,2018-09-07,residential
778,"29a Neal Street, London, WC2H 9PR",Non-Newbuild,highway,Terraced,0.41,51.5138447,Leasehold,-0.1249437,1825000.0,2018-09-07,pedestrian
779,"3 Jeypore Road, London, SW18 2RJ",Non-Newbuild,highway,Terraced,0.61,51.4505598,Freehold,-0.1844061,1145000.0,2018-09-07,residential
780,"27 Christian Fields, London, SW16 3JY",Non-Newbuild,highway,Detached,0.51,51.4176746,Freehold,-0.1104489,675000.0,2018-09-07,residential
781,"53 Inderwick Road, London, N8 9LA",Non-Newbuild,highway,Terraced,0.51,51.5776984,Freehold,-0.1130086,1250000.0,2018-09-07,residential
782,"6 The Berkeleys, South Norwood, London, SE25 4TH",Non-Newbuild,,Flat,,,Leasehold,,251000.0,2018-09-07,
783,"15 Howden Close, London, SE28 8HD",Non-Newbuild,highway,Terraced,0.61,51.5051641,Freehold,0.1242579,315000.0,2018-09-07,residential
784,"208 Haselbury Road, London, N9 9TS",Non-Newbuild,highway,Semi Detached,0.51,51.6264162,Freehold,-0.0734858,435500.0,2018-09-07,tertiary
785,"1 Franche Court Road, London, SW17 0JX",Non-Newbuild,building,Terraced,0.621,51.43502395,Freehold,-0.184869737921,945000.0,2018-09-07,yes
786,"179 Cedars Road, London, SW4 0PS",Non-Newbuild,highway,Flat,0.41,51.4880211,Leasehold,-0.2701777,510000.0,2018-09-07,trunk
787,"38 Kimberley Road, London, N18 2DP",Non-Newbuild,place,Terraced,0.421,51.6001001867,Freehold,-0.0290863333333,332000.0,2018-09-07,house
788,"20 Gosberton Road, London, SW12 8LF",Non-Newbuild,highway,Terraced,0.52,51.445687,Freehold,-0.1582118,1520000.0,2018-09-07,residential
789,"34 Barmeston Road, London, SE6 3BH",Non-Newbuild,highway,Terraced,0.61,51.4386435,Freehold,-0.0205717,475000.0,2018-09-07,residential
790,"Flat 137 Clare Court Judd Street, London, WC1H 9QR",Non-Newbuild,,Flat,,,Leasehold,,620000.0,2018-09-07,
791,"218 Denmark Hill, London, SE5 8DX",Non-Newbuild,highway,Semi Detached,0.51,51.4675871,Freehold,-0.0911274,980000.0,2018-09-07,primary
792,"67 Madrid Road, London, SW13 9PQ",Non-Newbuild,building,Semi Detached,0.521,51.4799592,Freehold,-0.239273985437,1870000.0,2018-09-07,yes
793,"Flat 23 71 - 73 Upper Berkeley Street, London, W1H 7DB",Non-Newbuild,,Flat,,,Leasehold,,1600000.0,2018-09-07,
794,"51 Cumberland Road, London, W7 2EH",Non-Newbuild,highway,Terraced,0.51,51.5043798,Freehold,-0.3307809,668000.0,2018-09-07,residential
795,"42 Westcott Road, London, SE17 3QY",Non-Newbuild,highway,Terraced,0.52,51.4849338,Freehold,-0.1035268,640000.0,2018-09-07,residential
796,"144b Agar Grove, London, NW1 9TY",Non-Newbuild,highway,Flat,0.61,51.5433086,Leasehold,-0.1284219,500000.0,2018-09-07,tertiary
797,"66 Forest Road, London, N9 8RX",Non-Newbuild,highway,Terraced,0.61,51.6327156,Freehold,-0.0536999,345000.0,2018-09-07,residential
798,"Flat 2 60a Thrale Road, London, SW16 1NY",Non-Newbuild,,Flat,,,Leasehold,,347500.0,2018-09-07,
799,"Flat 6 39 Central Hill, London, SE19 1BW",Non-Newbuild,,Flat,,,Leasehold,,330499.0,2018-09-07,
800,"47 Molyneux Drive, London, SW17 6BB",Non-Newbuild,highway,Flat,0.51,51.4301425,Leasehold,-0.1520747,248000.0,2018-09-07,residential
801,"Apartment 3502 8 Walworth Road, London, SE1 6EJ",Non-Newbuild,,Flat,,,Leasehold,,500000.0,2018-09-07,
802,"Flat 1 3 Mount Pleasant Road, London, SE13 6RD",Non-Newbuild,highway,Flat,0.91,51.4511903,Leasehold,-0.0132298,330000.0,2018-09-07,residential
803,"Flat 7 1a Bethwin Road, London, SE5 0SJ",Non-Newbuild,,Flat,,,Leasehold,,295000.0,2018-09-07,
804,"Flat 20 Lower Park, 54 Putney Hill, London, SW15 6QY",Non-Newbuild,,Flat,,,Leasehold,,550000.0,2018-09-07,
805,"136 Elborough Street, Southfields, London, SW18 5DL",Non-Newbuild,,Terraced,,,Freehold,,1100000.0,2018-09-07,
806,"Flat 4 32 Mount Ephraim Lane, London, SW16 1JG",Non-Newbuild,,Flat,,,Leasehold,,306811.0,2018-09-07,
807,"46 Crutchley Road, London, SE6 1QL",Non-Newbuild,highway,Terraced,0.61,51.436208,Freehold,0.005113,390000.0,2018-09-07,residential
808,"47 Kilmington Road, London, SW13 9BZ",Non-Newbuild,building,Semi Detached,0.621,51.48497135,Freehold,-0.241138639568,1165000.0,2018-09-07,yes
809,"24 The Pleasance, London, SW15 5HG",Non-Newbuild,highway,Terraced,0.61,51.4608796,Freehold,-0.2365973,865000.0,2018-09-07,residential
810,"313 Greenhaven Drive, Thamesmead, London, SE28 8FY",Non-Newbuild,highway,Flat,0.72,51.5094019,Leasehold,0.1118846,220000.0,2018-09-07,residential
811,"28 Roseveare Road, London, SE12 9RY",Non-Newbuild,highway,Terraced,0.61,51.4285605,Freehold,0.0313338,390000.0,2018-09-07,residential
812,"24a Shakespeare Road, London, SE24 0LB",Non-Newbuild,place,Detached,0.311,51.5937912,Leasehold,-0.0379645333333,755000.0,2018-09-07,house
813,"Flat 7 Deauville Court Elms Crescent, London, SW4 8QH",Non-Newbuild,,Flat,,,Leasehold,,562000.0,2018-09-07,
814,"Flat 6 Hertford Court, 45 Falcon Road, London, SW11 2PH",Non-Newbuild,,Flat,,,Leasehold,,270000.0,2018-09-07,
815,"Flat 106 Purser House Tulse Hill, London, SW2 2JB",Non-Newbuild,,Flat,,,Leasehold,,308000.0,2018-09-07,
816,"31 Meakin Estate, London, SE1 4QW",Non-Newbuild,,Flat,,,Leasehold,,349000.0,2018-09-07,
817,"16 Nelson Road, London, SW19 1HT",Non-Newbuild,building,Semi Detached,0.421,51.5732915,Freehold,-0.34181651167,780000.0,2018-09-07,yes
818,"82 Corsair House, 5 Starboard Way, London, E16 2NY",Non-Newbuild,,Flat,,,Leasehold,,280000.0,2018-09-07,
819,"33b Streatham Common North, London, SW16 3HP",Non-Newbuild,highway,Flat,0.62,51.4234116,Leasehold,-0.1244027,315000.0,2018-09-07,primary
820,"7 Woodland Close, London, SE19 1NZ",Non-Newbuild,highway,Terraced,0.61,51.4214799,Freehold,-0.0820906,520000.0,2018-09-07,residential
821,"240 Battersea Bridge Road, London, SW11 3AA",Non-Newbuild,highway,Terraced,0.72,51.4725764,Leasehold,-0.16559,625000.0,2018-09-07,trunk
822,"Flat 33 Bluebell House, 8 Blondin Way, London, SE16 6BD",Non-Newbuild,,Flat,,,Leasehold,,520000.0,2018-09-07,
823,"Flat 30 Da Vinci Torre, 77 Loampit Vale, London, SE13 7FA",Non-Newbuild,,Flat,,,Leasehold,,307000.0,2018-09-07,
824,"228a Camberwell New Road, London, SE5 0RR",Non-Newbuild,highway,Flat,0.62,51.4774872,Leasehold,-0.1015185,650000.0,2018-09-07,trunk
825,"Flat 24 Park Hill Court Beeches Road, London, SW17 7LX",Non-Newbuild,,Flat,,,Leasehold,,642000.0,2018-09-07,
826,"87 Providence Square, London, SE1 2EB",Non-Newbuild,place,Flat,0.311,41.5694643617,Leasehold,-72.0518775974,750000.0,2018-09-07,house
827,"92 Stanstead Road, Forest Hill, London, SE23 1BS",Non-Newbuild,highway,Flat,0.71,51.4423088,Leasehold,-0.0471685,345000.0,2018-09-07,trunk
828,"Flat 23 Gately Court Samuel Street, London, SE15 6FB",Non-Newbuild,,Flat,,,Leasehold,,130000.0,2018-09-07,
829,"11 Rathfern Road, London, SE6 4NJ",Non-Newbuild,highway,Terraced,0.51,51.4411234,Freehold,-0.032301,415000.0,2018-09-07,residential
830,"Flat 3 16 Pendle Road, London, SW16 6RU",Non-Newbuild,highway,Flat,0.61,51.4247025,Leasehold,-0.1449474,407000.0,2018-09-07,residential
831,"97a Bramfield Road, London, SW11 6PZ",Non-Newbuild,highway,Flat,0.52,51.4548682,Leasehold,-0.1680741,770000.0,2018-09-07,residential
832,"Flat 6 10 Palace Road, London, SW2 3NG",Non-Newbuild,,Flat,,,Leasehold,,390000.0,2018-09-07,
833,"Apartment 429 Metro Central Heights, 119 Newington Causeway, London, SE1 6DT",Non-Newbuild,,Flat,,,Leasehold,,465000.0,2018-09-07,
834,"81a Klea Avenue, London, SW4 9HZ",Non-Newbuild,highway,Flat,0.51,51.4543609,Leasehold,-0.1414323,735000.0,2018-09-07,residential
835,"45a Plumstead Common Road, London, SE18 3AS",Non-Newbuild,highway,Flat,0.71,51.4822512,Leasehold,0.0686481,247000.0,2018-09-07,tertiary
836,"57 Redfern Road, London, SE6 2BH",Non-Newbuild,highway,Flat,0.61,51.4455745,Leasehold,-0.0108952,263000.0,2018-09-07,residential
837,"Flat 30 Kingfisher Heights, 2 Bramwell Way, London, E16 2GQ",Non-Newbuild,,Flat,,,Leasehold,,499000.0,2018-09-07,
838,"Flat 12 Preston House Preston Close, London, SE1 4NZ",Non-Newbuild,,Flat,,,Leasehold,,255000.0,2018-09-07,
839,"113 Strathyre Avenue, London, SW16 4RH",Non-Newbuild,highway,Terraced,0.51,51.4027977,Freehold,-0.1142283,500000.0,2018-09-07,residential
840,"137a Folkestone Road, London, E6 6AZ",Non-Newbuild,,Flat,,,Leasehold,,208000.0,2018-09-07,
841,"145 Larch Close, London, SW12 9SX",Non-Newbuild,highway,Flat,0.61,51.4413571,Leasehold,-0.1490471,427000.0,2018-09-07,residential
842,"Flat 5 44 Longley Road, London, SW17 9LL",Non-Newbuild,,Flat,,,Leasehold,,265000.0,2018-09-07,
843,"Flat 42 Martin House Falmouth Road, London, SE1 6QP",Non-Newbuild,,Flat,,,Leasehold,,375000.0,2018-09-07,
844,"Flat 7 Macklin House Shackleton Close, London, SE23 3YP",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-09-07,
845,"Flat 13 Ashcombe House, 7a Elm Grove, London, SW19 4HE",Non-Newbuild,,Flat,,,Leasehold,,465000.0,2018-09-07,
846,"Flat 12 Curlew House St Norbert Road, London, SE4 2QG",Non-Newbuild,,Flat,,,Leasehold,,355000.0,2018-09-07,
847,"Flat 4 Barnes House John Williams Close, London, SE14 5XH",Non-Newbuild,,Flat,,,Leasehold,,207500.0,2018-09-07,
848,"44a Prince Of Wales Drive, London, SW11 4SF",Non-Newbuild,highway,Flat,0.71,51.4748233,Leasehold,-0.1653072,1207450.0,2018-09-07,trunk
849,"Flat F 145 Victoria Way, Charlton, London, SE7 7NX",Non-Newbuild,,Flat,,,Leasehold,,222000.0,2018-09-07,
850,"First Floor Flat 147 Bermondsey Street, London, SE1 3UW",Non-Newbuild,,Flat,,,Leasehold,,1277000.0,2018-09-07,
851,"Flat 9 Twyford Court Twyford Avenue, London, W3 9QE",Non-Newbuild,,,,,Freehold,,196870.0,2018-09-07,
852,"23 Bendmore Avenue, London, SE2 0EY",Non-Newbuild,highway,Terraced,0.51,51.4870004,Freehold,0.1063834,370000.0,2018-09-07,residential
853,"114b Marlborough Road, London, N22 8NN",Non-Newbuild,highway,Flat,0.61,51.6070405,Leasehold,-0.116735,495000.0,2018-09-07,residential
854,"31 Gloucester Drive, London, N4 2LE",Non-Newbuild,highway,Semi Detached,0.51,51.5669408,Freehold,-0.0944361,1500000.0,2018-09-07,residential
855,"72 Weston Park, London, N8 9TB",Non-Newbuild,highway,Flat,0.51,51.5804316,Leasehold,-0.1162706,475000.0,2018-09-07,residential
856,"11 Archway Road, London, N19 3TX",Non-Newbuild,amenity,,0.621,51.5681852,Freehold,-0.1365198,700000.0,2018-09-07,fast_food
